"AA_Benchmark","Database","Isolation","Latency_25th","Latency_75th","Latency_90th","Latency_95th","Latency_99th","Latency_avg","Latency_max","Latency_median","Latency_min","PG_Cache_Hits","PG_Index_Hits","PG_disk_blocks_cache_hit","PG_disk_blocks_read","PG_index_scans","PG_rows_deleted","PG_rows_fetched","PG_rows_inserted","PG_rows_returned","PG_rows_updated","PG_sequential_scans","PG_transactions_committed","PG_transactions_rolled_back","Scalefactor","Terminals","Throughput","Timestamp","allow_system_table_mods","application_name","archive_command","archive_mode","archive_timeout","array_nulls","authentication_timeout","autovacuum","autovacuum_analyze_scale_factor","autovacuum_analyze_threshold","autovacuum_freeze_max_age","autovacuum_max_workers","autovacuum_multixact_freeze_max_age","autovacuum_naptime","autovacuum_vacuum_cost_delay","autovacuum_vacuum_cost_limit","autovacuum_vacuum_scale_factor","autovacuum_vacuum_threshold","autovacuum_work_mem","backslash_quote","bgwriter_delay","bgwriter_lru_maxpages","bgwriter_lru_multiplier","block_size","bonjour","bonjour_name","bytea_output","check_function_bodies","checkpoint_completion_target","checkpoint_segments","checkpoint_timeout","checkpoint_warning","client_encoding","client_min_messages","cluster_name","commit_delay","commit_siblings","config_file","constraint_exclusion","cpu_index_tuple_cost","cpu_operator_cost","cpu_tuple_cost","cursor_tuple_fraction","data_checksums","data_directory","datestyle","db_user_namespace","deadlock_timeout","debug_assertions","debug_pretty_print","debug_print_parse","debug_print_plan","debug_print_rewritten","default_statistics_target","default_tablespace","default_text_search_config","default_transaction_deferrable","default_transaction_isolation","default_transaction_read_only","default_with_oids","dynamic_library_path","dynamic_shared_memory_type","effective_cache_size","effective_io_concurrency","enable_bitmapscan","enable_hashagg","enable_hashjoin","enable_indexonlyscan","enable_indexscan","enable_material","enable_mergejoin","enable_nestloop","enable_seqscan","enable_sort","enable_tidscan","escape_string_warning","event_source","exit_on_error","external_pid_file","extra_float_digits","from_collapse_limit","fsync","full_page_writes","geqo","geqo_effort","geqo_generations","geqo_pool_size","geqo_seed","geqo_selection_bias","geqo_threshold","gin_fuzzy_search_limit","gin_pending_list_limit","hba_file","hot_standby","hot_standby_feedback","huge_pages","ident_file","ignore_checksum_failure","ignore_system_indexes","integer_datetimes","intervalstyle","join_collapse_limit","krb_caseins_users","krb_server_keyfile","lc_collate","lc_ctype","lc_messages","lc_monetary","lc_numeric","lc_time","listen_addresses","lo_compat_privileges","local_preload_libraries","lock_timeout","log_autovacuum_min_duration","log_checkpoints","log_connections","log_destination","log_directory","log_disconnections","log_duration","log_error_verbosity","log_executor_stats","log_file_mode","log_filename","log_hostname","log_line_prefix","log_lock_waits","log_min_duration_statement","log_min_error_statement","log_min_messages","log_parser_stats","log_planner_stats","log_replication_commands","log_rotation_age","log_rotation_size","log_statement","log_statement_stats","log_temp_files","log_timezone","log_truncate_on_rotation","logging_collector","maintenance_work_mem","max_connections","max_files_per_process","max_function_args","max_identifier_length","max_index_keys","max_locks_per_transaction","max_pred_locks_per_transaction","max_prepared_transactions","max_replication_slots","max_stack_depth","max_standby_archive_delay","max_standby_streaming_delay","max_wal_senders","max_worker_processes","password_encryption","port","post_auth_delay","pre_auth_delay","quote_all_identifiers","random_page_cost","restart_after_crash","row_security","search_path","segment_size","seq_page_cost","server_encoding","server_version","server_version_num","session_preload_libraries","session_replication_role","shared_buffers","shared_preload_libraries","sql_inheritance","ssl","ssl_ca_file","ssl_cert_file","ssl_ciphers","ssl_crl_file","ssl_ecdh_curve","ssl_key_file","ssl_prefer_server_ciphers","ssl_renegotiation_limit","standard_conforming_strings","statement_timeout","stats_temp_directory","superuser_reserved_connections","synchronize_seqscans","synchronous_commit","synchronous_standby_names","syslog_facility","syslog_ident","tcp_keepalives_count","tcp_keepalives_idle","tcp_keepalives_interval","temp_buffers","temp_file_limit","temp_tablespaces","timezone","timezone_abbreviations","trace_notify","trace_recovery_messages","trace_sort","track_activities","track_activity_query_size","track_counts","track_functions","track_io_timing","transaction_deferrable","transaction_isolation","transaction_read_only","transform_null_equals","unix_socket_directories","unix_socket_group","unix_socket_permissions","update_process_title","vacuum_cost_delay","vacuum_cost_limit","vacuum_cost_page_dirty","vacuum_cost_page_hit","vacuum_cost_page_miss","vacuum_defer_cleanup_age","vacuum_freeze_min_age","vacuum_freeze_table_age","vacuum_multixact_freeze_min_age","vacuum_multixact_freeze_table_age","wal_block_size","wal_buffers","wal_keep_segments","wal_level","wal_log_hints","wal_receiver_status_interval","wal_receiver_timeout","wal_segment_size","wal_sender_timeout","wal_sync_method","wal_writer_delay","work_mem","xmlbinary","xmloption","zero_damaged_pages"
"twitter","postgres","TRANSACTION_SERIALIZABLE","9.58E-4","0.003542","0.005631","0.007735","0.024772","0.002859225","0.051654","0.001475","5.53E-4","0.0","0.0","258.5","0.0","0","0.0","139.5","0.0","597.5","0.0","0","0.75","0.25","0.1","5","999.8363018014876","1417320946","off","","(disabled)","off","0","on","1min","on","0.1","50","200000000","3","400000000","1min","20ms","-1","0.2","50","-1","safe_encoding","200ms","100","2","8192","off","","hex","on","0.5","3","5min","30s","utf8","notice","","0","5","/home/parallels/git/postgresql/data/postgresql.conf","partition","0.005","0.0025","0.01","0.1","off","/home/parallels/git/postgresql/data","iso, mdy","off","1s","on","on","on","on","off","100","","pg_catalog.english","off","read committed","off","off","$libdir","posix","4gb","1","on","on","on","on","on","on","on","on","on","on","on","on","postgresql","off","","3","8","on","on","on","5","0","0","0","2","12","0","4mb","/home/parallels/git/postgresql/data/pg_hba.conf","off","off","try","/home/parallels/git/postgresql/data/pg_ident.conf","off","off","on","postgres","8","off","","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","localhost","off","","0","-1","off","off","stderr","pg_log","off","off","default","off","0600","log","off","","off","-1","error","warning","off","off","off","1d","10mb","none","off","-1","us/eastern","off","on","64mb","100","1000","100","63","32","64","64","0","0","2mb","30s","30s","0","8","on","5432","0","0","off","4","on","on","""$user"", public","1gb","1","utf8","9.5devel","90500","","origin","128mb","","on","off","","server.crt","none","","none","server.key","on","512mb","on","0","pg_stat_tmp","3","on","on","","local0","postgres","9","7200","75","8mb","-1","","us/eastern","default","off","log","off","on","1024","on","none","off","off","read committed","off","off","/tmp","","0777","on","0","200","20","1","10","0","50000000","150000000","5000000","150000000","8192","4mb","0","minimal","off","10s","1min","16mb","1min","fdatasync","200ms","4mb","base64","content","off"
"ycsb_read_heavy","postgres","TRANSACTION_READ_COMMITTED","0.002979","0.003913","0.005524","0.005617","0.005905","0.0035258064516129036","0.005905","0.003087","0.001999","0.00032163053284138597","0.000321402458252333","22.4150821785369","0.039639058975185305","1.4067031904608442","0.08153399935546246","2.7270383499838866","1.1137608765710603","448.894618111505","0.00837898807605543","0.38511118272639383","0.999677731227844","0.0003222687721559781","0.05","5","10.000326033210063","1417320951","off","","(disabled)","off","0","on","1min","on","0.1","50","200000000","3","400000000","1min","20ms","-1","0.2","50","-1","safe_encoding","200ms","100","2","8192","off","","hex","on","0.5","3","5min","30s","utf8","notice","","0","5","/home/parallels/git/postgresql/data/postgresql.conf","partition","0.005","0.0025","0.01","0.1","off","/home/parallels/git/postgresql/data","iso, mdy","off","1s","on","on","on","on","off","100","","pg_catalog.english","off","read committed","off","off","$libdir","posix","4gb","1","on","on","on","on","on","on","on","on","on","on","on","on","postgresql","off","","3","8","on","on","on","5","0","0","0","2","12","0","4mb","/home/parallels/git/postgresql/data/pg_hba.conf","off","off","try","/home/parallels/git/postgresql/data/pg_ident.conf","off","off","on","postgres","8","off","","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","localhost","off","","0","-1","off","off","stderr","pg_log","off","off","default","off","0600","log","off","","off","-1","error","warning","off","off","off","1d","10mb","none","off","-1","us/eastern","off","on","64mb","100","1000","100","63","32","64","64","0","0","2mb","30s","30s","0","8","on","5432","0","0","off","4","on","on","""$user"", public","1gb","1","utf8","9.5devel","90500","","origin","128mb","","on","off","","server.crt","none","","none","server.key","on","512mb","on","0","pg_stat_tmp","3","on","on","","local0","postgres","9","7200","75","8mb","-1","","us/eastern","default","off","log","off","on","1024","on","none","off","off","read committed","off","off","/tmp","","0777","on","0","200","20","1","10","0","50000000","150000000","5000000","150000000","8192","4mb","0","minimal","off","10s","1min","16mb","1min","fdatasync","200ms","4mb","base64","content","off"
"ycsb_write_heavy","postgres","TRANSACTION_READ_COMMITTED","0.004805","0.00814","0.009848","0.011215","0.011341","0.006475096774193548","0.011341","0.006103","0.002957","0.014064516129032258","0.015603085553997195","53.064516129032256","0.27419354838709675","0.14516129032258066","0.7741935483870968","21.322580645161292","1.967741935483871","54.70967741935484","0.016129032258064516","0.016129032258064516","0.9838709677419355","0.016129032258064516","0.05","5","10.00011234319757","1417320956","off","","(disabled)","off","0","on","1min","on","0.1","50","200000000","3","400000000","1min","20ms","-1","0.2","50","-1","safe_encoding","200ms","100","2","8192","off","","hex","on","0.5","3","5min","30s","utf8","notice","","0","5","/home/parallels/git/postgresql/data/postgresql.conf","partition","0.005","0.0025","0.01","0.1","off","/home/parallels/git/postgresql/data","iso, mdy","off","1s","on","on","on","on","off","100","","pg_catalog.english","off","read committed","off","off","$libdir","posix","4gb","1","on","on","on","on","on","on","on","on","on","on","on","on","postgresql","off","","3","8","on","on","on","5","0","0","0","2","12","0","4mb","/home/parallels/git/postgresql/data/pg_hba.conf","off","off","try","/home/parallels/git/postgresql/data/pg_ident.conf","off","off","on","postgres","8","off","","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","localhost","off","","0","-1","off","off","stderr","pg_log","off","off","default","off","0600","log","off","","off","-1","error","warning","off","off","off","1d","10mb","none","off","-1","us/eastern","off","on","64mb","100","1000","100","63","32","64","64","0","0","2mb","30s","30s","0","8","on","5432","0","0","off","4","on","on","""$user"", public","1gb","1","utf8","9.5devel","90500","","origin","128mb","","on","off","","server.crt","none","","none","server.key","on","512mb","on","0","pg_stat_tmp","3","on","on","","local0","postgres","9","7200","75","8mb","-1","","us/eastern","default","off","log","off","on","1024","on","none","off","off","read committed","off","off","/tmp","","0777","on","0","200","20","1","10","0","50000000","150000000","5000000","150000000","8192","4mb","0","minimal","off","10s","1min","16mb","1min","fdatasync","200ms","4mb","base64","content","off"
"twitter","postgres","TRANSACTION_SERIALIZABLE","8.06E-4","0.00149","0.002767","0.004513","0.006911","0.0014845661446184605","0.023637","0.001003","5.35E-4","0.0","0.0","488.0","0.0","0","0.0","273.5","0.0","732.0","0.0","0","0.5","0.5","0.1","5","1000.0999713394876","1417320960","off","","(disabled)","off","0","on","1min","on","0.1","50","200000000","3","400000000","1min","20ms","-1","0.2","50","-1","safe_encoding","200ms","100","2","8192","off","","hex","on","0.5","3","5min","30s","utf8","notice","","0","5","/home/parallels/git/postgresql/data/postgresql.conf","partition","0.005","0.0025","0.01","0.1","off","/home/parallels/git/postgresql/data","iso, mdy","off","1s","on","on","on","on","off","100","","pg_catalog.english","off","read committed","off","off","$libdir","posix","4gb","1","on","on","on","on","on","on","on","on","on","on","on","on","postgresql","off","","3","8","on","on","on","5","0","0","0","2","12","0","4mb","/home/parallels/git/postgresql/data/pg_hba.conf","off","off","try","/home/parallels/git/postgresql/data/pg_ident.conf","off","off","on","postgres","8","off","","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","localhost","off","","0","-1","off","off","stderr","pg_log","off","off","default","off","0600","log","off","","off","-1","error","warning","off","off","off","1d","10mb","none","off","-1","us/eastern","off","on","64mb","100","1000","100","63","32","64","64","0","0","2mb","30s","30s","0","8","on","5432","0","0","off","4","on","on","""$user"", public","1gb","1","utf8","9.5devel","90500","","origin","128mb","","on","off","","server.crt","none","","none","server.key","on","512mb","on","0","pg_stat_tmp","3","on","on","","local0","postgres","9","7200","75","8mb","-1","","us/eastern","default","off","log","off","on","1024","on","none","off","off","read committed","off","off","/tmp","","0777","on","0","200","20","1","10","0","50000000","150000000","5000000","150000000","8192","4mb","0","minimal","off","10s","1min","16mb","1min","fdatasync","200ms","4mb","base64","content","off"
"twitter","postgres","TRANSACTION_SERIALIZABLE","9.61E-4","0.004556","0.006398","0.009648","0.024361","0.003411799933311104","0.053745","0.001639","4.56E-4","0.0","0.0","488.0","0.0","0","0.0","273.5","0.0","732.0","0.0","0","0.5","0.5","0.1","5","999.3226065553804","1417320965","off","","(disabled)","off","0","on","1min","on","0.1","50","200000000","3","400000000","1min","20ms","-1","0.2","50","-1","safe_encoding","200ms","100","2","8192","off","","hex","on","0.5","3","5min","30s","utf8","notice","","0","5","/home/parallels/git/postgresql/data/postgresql.conf","partition","0.005","0.0025","0.01","0.1","off","/home/parallels/git/postgresql/data","iso, mdy","off","1s","on","on","on","on","off","100","","pg_catalog.english","off","read committed","off","off","$libdir","posix","4gb","1","on","on","on","on","on","on","on","on","on","on","on","on","postgresql","off","","3","8","on","on","on","5","0","0","0","2","12","0","4mb","/home/parallels/git/postgresql/data/pg_hba.conf","off","off","try","/home/parallels/git/postgresql/data/pg_ident.conf","off","off","on","postgres","8","off","","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","localhost","off","","0","-1","off","off","stderr","pg_log","off","off","default","off","0600","log","off","","off","-1","error","warning","off","off","off","1d","10mb","none","off","-1","us/eastern","off","on","64mb","100","1000","100","63","32","64","64","0","0","2mb","30s","30s","0","8","on","5432","0","0","off","4","on","on","""$user"", public","1gb","1","utf8","9.5devel","90500","","origin","128mb","","on","off","","server.crt","none","","none","server.key","on","512mb","on","0","pg_stat_tmp","3","on","on","","local0","postgres","9","7200","75","8mb","-1","","us/eastern","default","off","log","off","on","1024","on","none","off","off","read committed","off","off","/tmp","","0777","on","0","200","20","1","10","0","50000000","150000000","5000000","150000000","8192","4mb","0","minimal","off","10s","1min","16mb","1min","fdatasync","200ms","4mb","base64","content","off"
"twitter","postgres","TRANSACTION_SERIALIZABLE","0.001283","0.005508","0.009148","0.014195","0.023428","0.004380432477492497","0.037218","0.002817","5.18E-4","0.0","0.0","488.0","0.0","0","0.0","273.5","0.0","732.0","0.0","0","0.5","0.5","0.1","5","999.4175811566365","1417320970","off","","(disabled)","off","0","on","1min","on","0.1","50","200000000","3","400000000","1min","20ms","-1","0.2","50","-1","safe_encoding","200ms","100","2","8192","off","","hex","on","0.5","3","5min","30s","utf8","notice","","0","5","/home/parallels/git/postgresql/data/postgresql.conf","partition","0.005","0.0025","0.01","0.1","off","/home/parallels/git/postgresql/data","iso, mdy","off","1s","on","on","on","on","off","100","","pg_catalog.english","off","read committed","off","off","$libdir","posix","4gb","1","on","on","on","on","on","on","on","on","on","on","on","on","postgresql","off","","3","8","on","on","on","5","0","0","0","2","12","0","4mb","/home/parallels/git/postgresql/data/pg_hba.conf","off","off","try","/home/parallels/git/postgresql/data/pg_ident.conf","off","off","on","postgres","8","off","","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","localhost","off","","0","-1","off","off","stderr","pg_log","off","off","default","off","0600","log","off","","off","-1","error","warning","off","off","off","1d","10mb","none","off","-1","us/eastern","off","on","64mb","100","1000","100","63","32","64","64","0","0","2mb","30s","30s","0","8","on","5432","0","0","off","4","on","on","""$user"", public","1gb","1","utf8","9.5devel","90500","","origin","128mb","","on","off","","server.crt","none","","none","server.key","on","512mb","on","0","pg_stat_tmp","3","on","on","","local0","postgres","9","7200","75","8mb","-1","","us/eastern","default","off","log","off","on","1024","on","none","off","off","read committed","off","off","/tmp","","0777","on","0","200","20","1","10","0","50000000","150000000","5000000","150000000","8192","4mb","0","minimal","off","10s","1min","16mb","1min","fdatasync","200ms","4mb","base64","content","off"
"auctionmark","postgres","TRANSACTION_SERIALIZABLE","0.494284","1.035262","1.399513","1.511775","1.565973","0.7684622981260647","1.574415","0.654495","0.025976","0.0","0.0","258.5","0.0","0","0.0","139.5","0.0","597.5","0.0","0","0.75","0.25","0.01","5","391.1528521477453","1417320983","off","","(disabled)","off","0","on","1min","on","0.1","50","200000000","3","400000000","1min","20ms","-1","0.2","50","-1","safe_encoding","200ms","100","2","8192","off","","hex","on","0.5","3","5min","30s","utf8","notice","","0","5","/home/parallels/git/postgresql/data/postgresql.conf","partition","0.005","0.0025","0.01","0.1","off","/home/parallels/git/postgresql/data","iso, mdy","off","1s","on","on","on","on","off","100","","pg_catalog.english","off","read committed","off","off","$libdir","posix","4gb","1","on","on","on","on","on","on","on","on","on","on","on","on","postgresql","off","","3","8","on","on","on","5","0","0","0","2","12","0","4mb","/home/parallels/git/postgresql/data/pg_hba.conf","off","off","try","/home/parallels/git/postgresql/data/pg_ident.conf","off","off","on","postgres","8","off","","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","localhost","off","","0","-1","off","off","stderr","pg_log","off","off","default","off","0600","log","off","","off","-1","error","warning","off","off","off","1d","10mb","none","off","-1","us/eastern","off","on","64mb","100","1000","100","63","32","64","64","0","0","2mb","30s","30s","0","8","on","5432","0","0","off","4","on","on","""$user"", public","1gb","1","utf8","9.5devel","90500","","origin","128mb","","on","off","","server.crt","none","","none","server.key","on","512mb","on","0","pg_stat_tmp","3","on","on","","local0","postgres","9","7200","75","8mb","-1","","us/eastern","default","off","log","off","on","1024","on","none","off","off","read committed","off","off","/tmp","","0777","on","0","200","20","1","10","0","50000000","150000000","5000000","150000000","8192","4mb","0","minimal","off","10s","1min","16mb","1min","fdatasync","200ms","4mb","base64","content","off"
"ycsb_read_only","postgres","TRANSACTION_READ_COMMITTED","0.00433","0.007809","0.010108","0.010323","0.031668","0.006830096774193549","0.031668","0.005499","0.003464","8.996897320965757e-05","8.999723508966349e-05","47.7227330088336","0.07292230034252749","3.5767081305210024","0.13980530016224987","8.784207679826933","3.0767081305210024","535.3963403641608","0.16089778258518117","0.22354425815756265","0.9470885163151253","0.05291148368487471","0.05","5","10.00221919237221","1417320987","off","","(disabled)","off","0","on","1min","on","0.1","50","200000000","3","400000000","1min","20ms","-1","0.2","50","-1","safe_encoding","200ms","100","2","8192","off","","hex","on","0.5","3","5min","30s","utf8","notice","","0","5","/home/parallels/git/postgresql/data/postgresql.conf","partition","0.005","0.0025","0.01","0.1","off","/home/parallels/git/postgresql/data","iso, mdy","off","1s","on","on","on","on","off","100","","pg_catalog.english","off","read committed","off","off","$libdir","posix","4gb","1","on","on","on","on","on","on","on","on","on","on","on","on","postgresql","off","","3","8","on","on","on","5","0","0","0","2","12","0","4mb","/home/parallels/git/postgresql/data/pg_hba.conf","off","off","try","/home/parallels/git/postgresql/data/pg_ident.conf","off","off","on","postgres","8","off","","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","localhost","off","","0","-1","off","off","stderr","pg_log","off","off","default","off","0600","log","off","","off","-1","error","warning","off","off","off","1d","10mb","none","off","-1","us/eastern","off","on","64mb","100","1000","100","63","32","64","64","0","0","2mb","30s","30s","0","8","on","5432","0","0","off","4","on","on","""$user"", public","1gb","1","utf8","9.5devel","90500","","origin","128mb","","on","off","","server.crt","none","","none","server.key","on","512mb","on","0","pg_stat_tmp","3","on","on","","local0","postgres","9","7200","75","8mb","-1","","us/eastern","default","off","log","off","on","1024","on","none","off","off","read committed","off","off","/tmp","","0777","on","0","200","20","1","10","0","50000000","150000000","5000000","150000000","8192","4mb","0","minimal","off","10s","1min","16mb","1min","fdatasync","200ms","4mb","base64","content","off"
"auctionmark","postgres","TRANSACTION_SERIALIZABLE","0.585506","1.034358","1.194156","1.238968","1.247516","0.7839665099693252","1.257886","0.771625","0.012108","0.0","0.0","488.0","0.0","0","0.0","273.5","0.0","732.0","0.0","0","0.5","0.5","0.01","5","434.55022705027756","1417321000","off","","(disabled)","off","0","on","1min","on","0.1","50","200000000","3","400000000","1min","20ms","-1","0.2","50","-1","safe_encoding","200ms","100","2","8192","off","","hex","on","0.5","3","5min","30s","utf8","notice","","0","5","/home/parallels/git/postgresql/data/postgresql.conf","partition","0.005","0.0025","0.01","0.1","off","/home/parallels/git/postgresql/data","iso, mdy","off","1s","on","on","on","on","off","100","","pg_catalog.english","off","read committed","off","off","$libdir","posix","4gb","1","on","on","on","on","on","on","on","on","on","on","on","on","postgresql","off","","3","8","on","on","on","5","0","0","0","2","12","0","4mb","/home/parallels/git/postgresql/data/pg_hba.conf","off","off","try","/home/parallels/git/postgresql/data/pg_ident.conf","off","off","on","postgres","8","off","","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","localhost","off","","0","-1","off","off","stderr","pg_log","off","off","default","off","0600","log","off","","off","-1","error","warning","off","off","off","1d","10mb","none","off","-1","us/eastern","off","on","64mb","100","1000","100","63","32","64","64","0","0","2mb","30s","30s","0","8","on","5432","0","0","off","4","on","on","""$user"", public","1gb","1","utf8","9.5devel","90500","","origin","128mb","","on","off","","server.crt","none","","none","server.key","on","512mb","on","0","pg_stat_tmp","3","on","on","","local0","postgres","9","7200","75","8mb","-1","","us/eastern","default","off","log","off","on","1024","on","none","off","off","read committed","off","off","/tmp","","0777","on","0","200","20","1","10","0","50000000","150000000","5000000","150000000","8192","4mb","0","minimal","off","10s","1min","16mb","1min","fdatasync","200ms","4mb","base64","content","off"
"auctionmark","postgres","TRANSACTION_SERIALIZABLE","0.741946","1.365001","1.453498","1.514482","1.564696","1.0385022321981425","1.580423","1.167358","0.012911","0.0","0.0","950.0","0.0","0","0.0","536.0","0.0","1452.0","0.0","0","0.0","1.0","0.01","5","430.55858526724137","1417321014","off","","(disabled)","off","0","on","1min","on","0.1","50","200000000","3","400000000","1min","20ms","-1","0.2","50","-1","safe_encoding","200ms","100","2","8192","off","","hex","on","0.5","3","5min","30s","utf8","notice","","0","5","/home/parallels/git/postgresql/data/postgresql.conf","partition","0.005","0.0025","0.01","0.1","off","/home/parallels/git/postgresql/data","iso, mdy","off","1s","on","on","on","on","off","100","","pg_catalog.english","off","read committed","off","off","$libdir","posix","4gb","1","on","on","on","on","on","on","on","on","on","on","on","on","postgresql","off","","3","8","on","on","on","5","0","0","0","2","12","0","4mb","/home/parallels/git/postgresql/data/pg_hba.conf","off","off","try","/home/parallels/git/postgresql/data/pg_ident.conf","off","off","on","postgres","8","off","","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","localhost","off","","0","-1","off","off","stderr","pg_log","off","off","default","off","0600","log","off","","off","-1","error","warning","off","off","off","1d","10mb","none","off","-1","us/eastern","off","on","64mb","100","1000","100","63","32","64","64","0","0","2mb","30s","30s","0","8","on","5432","0","0","off","4","on","on","""$user"", public","1gb","1","utf8","9.5devel","90500","","origin","128mb","","on","off","","server.crt","none","","none","server.key","on","512mb","on","0","pg_stat_tmp","3","on","on","","local0","postgres","9","7200","75","8mb","-1","","us/eastern","default","off","log","off","on","1024","on","none","off","off","read committed","off","off","/tmp","","0777","on","0","200","20","1","10","0","50000000","150000000","5000000","150000000","8192","4mb","0","minimal","off","10s","1min","16mb","1min","fdatasync","200ms","4mb","base64","content","off"
"ycsb_read_only","postgres","TRANSACTION_READ_COMMITTED","0.004415","0.005378","0.006345","0.009535","0.024517","0.0057235161290322585","0.024517","0.005114","0.003449","0.0002808740609737228","0.00028109975889500525","171.58023648648648","0.294481981981982","9.782376126126126","0.5678490990990991","37.540822072072075","14.397522522522523","184.19172297297297","1.1509009009009008","0.17032657657657657","0.7953265765765766","0.20467342342342343","0.05","5","10.001900593414957","1417321019","off","","(disabled)","off","0","on","1min","on","0.1","50","200000000","3","400000000","1min","20ms","-1","0.2","50","-1","safe_encoding","200ms","100","2","8192","off","","hex","on","0.5","3","5min","30s","utf8","notice","","0","5","/home/parallels/git/postgresql/data/postgresql.conf","partition","0.005","0.0025","0.01","0.1","off","/home/parallels/git/postgresql/data","iso, mdy","off","1s","on","on","on","on","off","100","","pg_catalog.english","off","read committed","off","off","$libdir","posix","4gb","1","on","on","on","on","on","on","on","on","on","on","on","on","postgresql","off","","3","8","on","on","on","5","0","0","0","2","12","0","4mb","/home/parallels/git/postgresql/data/pg_hba.conf","off","off","try","/home/parallels/git/postgresql/data/pg_ident.conf","off","off","on","postgres","8","off","","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","localhost","off","","0","-1","off","off","stderr","pg_log","off","off","default","off","0600","log","off","","off","-1","error","warning","off","off","off","1d","10mb","none","off","-1","us/eastern","off","on","64mb","100","1000","100","63","32","64","64","0","0","2mb","30s","30s","0","8","on","5432","0","0","off","4","on","on","""$user"", public","1gb","1","utf8","9.5devel","90500","","origin","128mb","","on","off","","server.crt","none","","none","server.key","on","512mb","on","0","pg_stat_tmp","3","on","on","","local0","postgres","9","7200","75","8mb","-1","","us/eastern","default","off","log","off","on","1024","on","none","off","off","read committed","off","off","/tmp","","0777","on","0","200","20","1","10","0","50000000","150000000","5000000","150000000","8192","4mb","0","minimal","off","10s","1min","16mb","1min","fdatasync","200ms","4mb","base64","content","off"
"ycsb_read_only","postgres","TRANSACTION_READ_COMMITTED","0.00426","0.005484","0.006966","0.007107","0.024291","0.005470870967741935","0.024291","0.00458","0.002894","0.014064516129032258","0.015603085553997195","50.24193548387097","0.27419354838709675","0.016129032258064516","0.7741935483870968","20.677419354838708","2.096774193548387","54.04838709677419","0.016129032258064516","0.016129032258064516","0.9838709677419355","0.016129032258064516","0.05","5","9.998945969174326","1417321023","off","","(disabled)","off","0","on","1min","on","0.1","50","200000000","3","400000000","1min","20ms","-1","0.2","50","-1","safe_encoding","200ms","100","2","8192","off","","hex","on","0.5","3","5min","30s","utf8","notice","","0","5","/home/parallels/git/postgresql/data/postgresql.conf","partition","0.005","0.0025","0.01","0.1","off","/home/parallels/git/postgresql/data","iso, mdy","off","1s","on","on","on","on","off","100","","pg_catalog.english","off","read committed","off","off","$libdir","posix","4gb","1","on","on","on","on","on","on","on","on","on","on","on","on","postgresql","off","","3","8","on","on","on","5","0","0","0","2","12","0","4mb","/home/parallels/git/postgresql/data/pg_hba.conf","off","off","try","/home/parallels/git/postgresql/data/pg_ident.conf","off","off","on","postgres","8","off","","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","localhost","off","","0","-1","off","off","stderr","pg_log","off","off","default","off","0600","log","off","","off","-1","error","warning","off","off","off","1d","10mb","none","off","-1","us/eastern","off","on","64mb","100","1000","100","63","32","64","64","0","0","2mb","30s","30s","0","8","on","5432","0","0","off","4","on","on","""$user"", public","1gb","1","utf8","9.5devel","90500","","origin","128mb","","on","off","","server.crt","none","","none","server.key","on","512mb","on","0","pg_stat_tmp","3","on","on","","local0","postgres","9","7200","75","8mb","-1","","us/eastern","default","off","log","off","on","1024","on","none","off","off","read committed","off","off","/tmp","","0777","on","0","200","20","1","10","0","50000000","150000000","5000000","150000000","8192","4mb","0","minimal","off","10s","1min","16mb","1min","fdatasync","200ms","4mb","base64","content","off"
